customer_id,age,gender,income_usd,total_sessions,avg_session_duration_min,products_viewed,cart_additions,purchases,total_spent_usd,last_purchase_days_ago,customer_service_contacts,cart_abandonment_rate,purchase_frequency,conversion_rate,avg_order_value,churn_risk,age_group,spending_tier,engagement_score,income_per_session,spending_per_session,cart_to_view_ratio,purchase_to_contact_ratio,recency_category_Lapsed,recency_category_Recent
3d1b814d-44a7-491f-aaab-8b15c4396a14,-1.6481943284602742,M,1.0923826130784313,11,-0.5864202752819921,-0.8168086954574776,5,3,184.43157541904435,15,1,0.399999920000016,0.25,0.13636363636363635,61.47719180634812,0,18-25,Bronze,0.23255494058550336,0.0910318844232026,15.36929795158703,27.293871903398117,1.5,False,True
c9bbc185-a928-4741-94df-04e00704d808,0.6503968110722796,F,1.0411333474381883,15,1.4800799076433007,-1.8210487557720707,2,5,214.47475382139655,31,4,0.0,0.3125,0.29411764705882354,42.89495076427931,0,36-50,Platinum,0.3193112448098291,0.06507083421488677,13.404672113837284,-2.435908934688423,1.0,True,False
191465e3-84b8-4bb9-a1ae-a5ccbf6c8b3e,1.0683224728054712,M,0.3172802350107774,13,-0.7971007905376858,1.9950634734233832,4,2,207.33134669056452,102,1,0.49999987500003124,0.14285714285714285,0.05555555555555555,103.66567334528226,1,36-50,Gold,0.3897907274337942,0.022662873929341243,14.809381906468895,1.335530961361552,1.0,False,False
1b8c3fb1-f8ac-4737-8c84-0f68724fec28,1.486248134538663,F,-0.9662778079068709,13,-0.3015494654032352,-0.615960683394559,5,5,210.9572319958248,26,1,0.0,0.35714285714285715,0.21739130434782608,42.19144639916496,0,36-50,Gold,0.2767820568903571,-0.06901984342191934,15.068373713987485,13.019500305842282,2.5,False,True
5af59de1-4f74-4af2-ab2e-c2297f37cf4a,-0.39441734326069944,M,0.8578265615233539,18,-0.869358732516146,0.9908234131087901,3,4,182.40823049635344,30,1,0.0,0.21052631578947367,0.12903225806451613,45.60205762408836,0,26-35,Bronze,0.3836839182614683,0.045148766395965996,9.600433184018602,1.5069141643835302,2.0,False,True
b548c10f-50d6-433f-b118-c55f010e94f4,-0.39441734326069944,M,0.041122643389921915,14,1.4008644311450302,-1.0176567075203962,3,3,235.42159763438005,13,1,0.0,0.2,0.14285714285714285,78.47386587812669,0,26-35,Platinum,0.3476066566119619,0.0027415095593281277,15.694773175625336,-169.9071016798883,1.5,False,True
9c43c3be-dfd7-4a21-97df-22070447cf13,2.1131366271384504,F,0.185770103421262,16,-0.6745779650074408,0.38827937692003417,4,0,266.7482532431156,24,1,0.9999997500000625,0.0,0.0,0.0,0,51+,Platinum,0.3414729101389292,0.010927653142427177,15.691073720183269,2.8812644389158875,0.0,False,True
0358f245-f9aa-4297-8ce6-f3a93288863f,0.5459153956389817,F,-0.0047895825708298345,15,-0.5391118863270151,-2.0218967678349893,3,1,232.6558884258966,16,2,0.6666664444445185,0.0625,0.0625,232.6558884258966,0,36-50,Platinum,0.21167233267096508,-0.00029934891067686466,14.540993026618537,-2.9357172802844453,0.3333333333333333,False,True
59787f7e-29b8-42bf-8e32-8531aadfac70,-0.08097309696080572,Other,-0.9780466646360054,20,-0.8159006827252276,1.7942154613604646,2,1,207.89786076602113,24,0,0.499999750000125,0.047619047619047616,0.02857142857142857,207.89786076602113,0,26-35,Gold,0.44836023486088034,-0.04657365069695264,9.899898131715291,0.7157644167591241,1.0,False,True
290e7325-a4e8-4c92-81d4-aca032e38dfb,0.5459153956389817,Other,2.1198995985517683,13,1.8456095119717297,-0.013416647205803092,4,2,201.85310678803324,110,0,0.49999987500003124,0.14285714285714285,0.07692307692307693,100.92655339401662,1,36-50,Gold,0.4116281548536117,0.15142139989655487,14.41807905628809,4.054396406214658,2.0,False,False
d52aa228-efe1-408b-bc3f-31fcf8f8959c,-0.49889875869399736,F,1.8367628011961932,12,1.2820855288887247,1.593367449297546,9,3,226.96068237830264,13,3,0.6666665925926009,0.23076923076923078,0.08823529411764706,75.65356079276755,0,26-35,Platinum,0.45873611604123427,0.141289446245861,17.458514029100204,3.4703913641076163,0.75,False,True
6ae79cb6-0472-4eac-8ad7-8606ad0dd35e,0.3369525647723859,M,0.06076021246702437,17,-0.35204413663295203,-0.21426465926872174,5,4,201.08418116777028,19,3,0.199999960000008,0.2222222222222222,0.16,50.27104529194257,0,36-50,Gold,0.3354061580842415,0.003375567359279132,11.17134339820946,6.3634658399691375,1.0,False,True
67271c73-5eb5-4518-a504-07f9b110e306,0.232471149339088,M,-0.0047895825708298345,20,-0.9240691684086664,0.38827937692003417,5,3,186.13425478347182,43,4,0.399999920000016,0.14285714285714285,0.10714285714285714,62.044751594490606,0,36-50,Bronze,0.36947368421052634,-0.0002280753605157064,8.863535942070087,3.6015805486448595,0.6,True,False
e3e5fe14-39d9-48fd-b7d5-782a6e8e2cea,0.8593596419388754,F,-0.7347323941197116,17,1.4536641309979068,-0.8168086954574776,8,6,190.6319421153772,53,0,0.24999996875000394,0.3333333333333333,0.2727272727272727,31.771990352562867,0,36-50,Silver,0.39067236264385485,-0.040818466339983976,10.590663450854288,43.670195045436984,6.0,True,False
5a8bbc90-400a-44df-951f-b1012606a457,-1.021305835860487,M,0.186180644935069,8,2.444978582774405,-1.4193527316462335,2,4,196.99541424203485,105,3,0.0,0.4444444444444444,0.21052631578947367,49.248853560508714,1,18-25,Silver,0.316770471262966,0.020686738326118777,21.888379360226097,-4.769254732522411,1.0,False,False
6d0a1373-d432-404c-afb8-3809aa4bccf9,0.3369525647723859,F,0.08689802217940465,11,-0.9240691684086664,0.7899754010458714,8,3,209.496697912233,4,2,0.6249999218750099,0.25,0.1,69.832232637411,0,36-50,Gold,0.30052631578947364,0.007241501848283721,17.45805815935275,4.469335162553436,1.0,False,True
61afce18-b31f-4c27-af24-96bda0880905,-1.2302686667270826,F,-0.7157790608989542,14,-0.03775581746255413,-0.615960683394559,4,3,215.41168100117702,32,0,0.24999993750001562,0.2,0.13043478260869565,71.803893667059,0,18-25,Platinum,0.29946915582196715,-0.047718604059930274,14.3607787334118,10.415600244673826,3.0,True,False
67510e86-6c99-435b-a62a-f5dea3bf89f1,1.9041737962718546,F,-0.7426695300533139,13,2.2683991929271787,-1.4193527316462335,0,5,200.83434857132062,72,2,0.0,0.35714285714285715,0.2631578947368421,40.166869714264124,1,51+,Gold,0.35827792337273456,-0.053047823575236706,14.345310612237187,-0.0,1.6666666666666667,True,False
e6385fa9-94dd-4cfe-abd7-482fa6ae5dfb,-0.49889875869399736,F,-0.25426197579422904,9,0.23083068159916056,-0.013416647205803092,6,3,201.19507378466824,4,0,0.49999991666668053,0.3,0.11538461538461539,67.06502459488941,0,26-35,Gold,0.29396571326891824,-0.025426197579422903,20.119507378466825,6.081594609321987,3.0,False,True
d92b992a-3be1-4475-93a8-a644e060c057,-1.7526757438935723,M,-0.018474299697730505,15,-0.26215173429645666,0.38827937692003417,8,3,215.9316342009394,23,1,0.6249999218750099,0.1875,0.10714285714285714,71.97721140031314,0,,Platinum,0.35130846126712734,-0.0011546437311081566,13.495727137558713,5.762528877831775,1.5,False,True
f2bbfcb3-7585-4bc8-8770-deea58fae2d5,2.8445065351715355,F,-1.766696912659291,17,-0.5871990984009249,-0.41511267133164037,6,4,193.0846808657181,2,2,0.0,0.2222222222222222,0.16666666666666666,48.271170216429525,0,51+,Silver,0.3135701148335512,-0.09814982848107173,10.726926714762117,10.258386027374677,1.3333333333333333,False,True
aafb5d1d-e8a2-48b6-aa61-577b46241311,-0.6033801741272953,F,1.1478741410280136,16,0.3945405446762405,0.38827937692003417,4,4,188.58442301601832,30,2,0.0,0.23529411764705882,0.14285714285714285,47.14610575400458,0,26-35,Silver,0.39289193560773983,0.0675220082957655,11.09320135388343,2.8812644389158875,1.3333333333333333,False,True
8744d87c-0301-4de6-8bc3-59a4833eadc3,0.023508318472492178,F,-0.519608640884833,18,3.6175364783205324,-0.8168086954574776,7,4,211.76495122651846,19,3,0.4285713673469475,0.21052631578947367,0.18181818181818182,52.941237806629616,0,26-35,Gold,0.504743339182421,-0.027347823204464897,11.145523748764129,38.21142066475736,1.0,False,True
06236c6e-4669-4cc0-a215-e14349869b9e,-1.7526757438935723,F,-0.31741694533487563,10,0.04806376313050347,1.3925194372346272,6,2,177.36904087194313,24,2,0.6666665555555741,0.18181818181818182,0.06060606060606061,88.68452043597156,0,,Bronze,0.368859788042766,-0.02885608593953415,16.12445826108574,2.507816616501577,0.6666666666666666,False,True
cce2f1a0-ecc4-4328-818e-b39c0b4bb83e,-0.08097309696080572,M,0.17324858725014788,11,-0.28688330105727283,-0.013416647205803092,2,2,195.05065579008382,27,1,0.0,0.16666666666666666,0.07692307692307693,97.52532789504191,0,26-35,Silver,0.2890663702880857,0.014437382270845657,16.25422131584032,2.027198203107329,1.0,False,True
e6baf1e8-2809-4d74-bc7d-b8f50300f316,1.6952109654052587,Other,-0.2832735761032585,13,-0.8355013999139528,-0.013416647205803092,6,1,179.55006069022744,1,3,0.0,0.07142857142857142,0.038461538461538464,179.55006069022744,0,51+,Bronze,0.28268070046546856,-0.020233826864518464,12.825004335016246,6.081594609321987,0.25,False,True
f0cc2996-539a-4829-88fd-6a6345f27e40,0.7548782265055775,M,1.1603956571991276,10,1.0581840401336653,0.38827937692003417,3,5,198.71550566921118,3,0,0.0,0.45454545454545453,0.17857142857142858,39.74310113384224,0,36-50,Silver,0.3648097272146142,0.10549051429082978,18.06504596992829,2.160948329186916,5.0,False,True
424f6717-b5b1-405d-b498-e75b079efd34,-1.7526757438935723,F,-0.30079001402569133,15,-0.5178956833226579,-0.013416647205803092,2,3,202.8569965987621,15,5,0.0,0.1875,0.11538461538461539,67.61899886625403,0,,Gold,0.3179558792997397,-0.01879937587660571,12.678562287422631,2.027198203107329,0.5,False,True
6112e0dd-b02c-4a77-9cd9-81090ab6df46,-0.812343004993891,F,-0.6076697955964389,17,0.5211442845176769,-0.41511267133164037,3,5,224.44728140130036,2,0,0.0,0.2777777777777778,0.20833333333333334,44.88945628026007,0,26-35,Platinum,0.36687565216948304,-0.033759433088691046,12.469293411183353,5.129193013687338,5.0,False,True
26ba5cf7-2a82-4129-a816-7cb063b4685e,0.9638410573721733,M,0.6273075015207121,13,-0.3015494654032352,-0.41511267133164037,5,6,191.22699705277495,8,4,0.0,0.42857142857142855,0.25,31.87116617546249,0,36-50,Silver,0.2873083726798308,0.044807678680050866,13.659071218055354,8.54865502281223,1.2,False,True
32b7c41b-f09a-4563-a5f3-e7552c3e3d11,0.6503968110722796,Other,0.7711338785244382,16,-0.8936287283653874,-0.013416647205803092,3,5,206.25505045575653,111,1,0.0,0.29411764705882354,0.19230769230769232,41.25101009115131,1,36-50,Gold,0.30988507906802165,0.04536081638379048,12.132650026809207,3.0407973046609933,2.5,False,False
c497f4ff-5d80-4ede-92db-d6e73af8c6c7,-0.49889875869399736,Other,2.560205372109797,9,-0.3015494654032352,-1.6202007437091521,5,7,201.87516254104625,7,2,0.0,0.7,0.3888888888888889,28.839308934435177,0,26-35,Gold,0.18415047794298864,0.2560205372109797,20.187516254104626,-8.06190584373886,2.3333333333333335,False,True
50a32c64-3b1c-426c-ba96-afd313813aa5,0.3369525647723859,F,-1.9543828080547336,13,-0.19567612962774242,-0.41511267133164037,6,3,182.95847497611817,32,4,0.49999991666668053,0.21428571428571427,0.125,60.98615832537272,0,36-50,Bronze,0.29240032806120253,-0.13959877200390955,13.068462498294155,10.258386027374677,0.6,True,False
6fc1c0d4-9c9f-4c3b-9785-91e945f3f76f,-1.2302686667270826,F,0.0693815842569718,16,-0.857006760781077,-0.41511267133164037,2,3,179.57685136014544,22,2,0.0,0.17647058823529413,0.125,59.858950453381816,0,18-25,Bronze,0.2905937731670787,0.004081269662174812,10.563344197655613,3.419462009124892,1.0,False,True
716728bc-24d2-4fcd-b9ad-ff9daa0d12cb,-1.4392314975936784,Other,0.6898466587906481,15,0.8404964988769547,0.18743136485711553,10,3,205.96703010277045,2,3,0.699999930000007,0.1875,0.1111111111111111,68.65567670092348,0,18-25,Gold,0.39381377580781934,0.043115416174415507,12.872939381423153,8.421539379838856,0.75,False,True
2def485f-8524-4b95-a6fb-57bb41469583,-1.7526757438935723,M,-0.9429453652055052,17,-0.648839569722911,-0.013416647205803092,6,3,220.64813781349264,30,4,0.49999991666668053,0.16666666666666666,0.11538461538461539,73.54937927116421,0,,Platinum,0.3316581611620266,-0.05238585362252807,12.258229878527368,6.081594609321987,0.6,False,True
0a151217-4b05-4845-80e0-cdeae0135c19,0.9638410573721733,Other,1.434089999737141,20,-0.411350440604514,0.38827937692003417,5,1,173.3330746134739,71,2,0.799999840000032,0.047619047619047616,0.03571428571428571,173.3330746134739,1,36-50,Bronze,0.39413278148038655,0.0682899999874829,8.253955933974948,3.6015805486448595,0.3333333333333333,True,False
ed5a0be3-306e-4a82-9894-a9cea6db6eda,-0.18545451239410363,F,-0.7116052221752495,16,-0.303894463515977,0.18743136485711553,10,4,211.62196559315893,14,2,0.599999940000006,0.23529411764705882,0.14814814814814814,52.90549139828973,0,26-35,Gold,0.3487745378668648,-0.04185913071619114,12.448350917244642,8.421539379838856,1.3333333333333333,False,True
65c8f9cc-21be-4ea3-803b-9cf93d0b4357,0.023508318472492178,F,0.1125568667923434,14,-0.730741545126315,-2.0218967678349893,6,3,191.04874073179752,14,3,0.49999991666668053,0.2,0.1875,63.68291357726584,0,26-35,Silver,0.19245594532275986,0.007503791119489561,12.736582715453169,-5.871434560568891,0.75,False,True
bca5edbe-0306-4c13-bec7-181b17b8a60a,-1.7526757438935723,F,1.107162107575484,15,-0.292627865616257,0.18743136485711553,7,2,209.72028760038518,14,1,0.7142856122449125,0.125,0.07407407407407407,104.86014380019259,0,,Gold,0.33931640247691996,0.06919763172346775,13.107517975024074,5.8950775658872,1.0,False,True
478d4148-1386-4cf3-8232-caf80a86a866,-0.08097309696080572,F,-1.1305628370153133,15,-0.9240691684086664,-0.615960683394559,1,2,188.53084864233287,5,2,0.0,0.125,0.08695652173913043,94.26542432116644,0,26-35,Silver,0.26684210526315794,-0.07066017731345708,11.783178040145804,2.6039000611684564,0.6666666666666666,False,True
